Accession,Source Database,Name,Tax ID,Tax Name,Length
Q9ER74,reviewed,Sal-like protein 1,10090,Mus musculus,1322
Q9ER75,reviewed,Iroquois-class homeodomain protein IRX-6,10090,Mus musculus,438
Q9ER80,reviewed,Receptor-transporting protein 4,10090,Mus musculus,249
Q9ER88,reviewed,Small ribosomal subunit protein mS29,10090,Mus musculus,391
Q9ER97,reviewed,Neuroglobin,10090,Mus musculus,151
Q9ER99,reviewed,Regulatory solute carrier protein family 1 member 1,10090,Mus musculus,582
Q9ERA0,reviewed,Alpha-globin transcription factor CP2,10090,Mus musculus,502
Q9ERA6,reviewed,Tuftelin-interacting protein 11,10090,Mus musculus,838
Q9ERB0,reviewed,Synaptosomal-associated protein 29,10090,Mus musculus,260
Q9ERB5,reviewed,Solute carrier organic anion transporter family member 1C1,10090,Mus musculus,715
Q9ERC3,reviewed,SERTA domain-containing protein 3,10090,Mus musculus,197
Q9ERC8,reviewed,Cell adhesion molecule DSCAM,10090,Mus musculus,2013
Q9ERD6,reviewed,Ras-specific guanine nucleotide-releasing factor RalGPS2,10090,Mus musculus,590
Q9ERD7,reviewed,Tubulin beta-3 chain,10090,Mus musculus,450
Q9ERD8,reviewed,Gamma-parvin,10090,Mus musculus,331
Q9ERE2,reviewed,"Keratin, type II cuticular Hb1",10090,Mus musculus,481
Q9ERE3,reviewed,Serine/threonine-protein kinase Sgk3,10090,Mus musculus,496
Q9ERE7,reviewed,LRP chaperone MESD,10090,Mus musculus,224
Q9ERE8,reviewed,Talin rod domain-containing protein 1,10090,Mus musculus,362
Q9ERE9,reviewed,C-Jun-amino-terminal kinase-interacting protein 2,10090,Mus musculus,830
Q9ERF3,reviewed,Superkiller complex protein 8,10090,Mus musculus,305
Q9ERG0,reviewed,LIM domain and actin-binding protein 1,10090,Mus musculus,753
Q9ERG2,reviewed,Striatin-3,10090,Mus musculus,796
Q9ERH4,reviewed,Nucleolar and spindle-associated protein 1,10090,Mus musculus,427
Q9ERH6,reviewed,Modulator of apoptosis 1,10090,Mus musculus,352
Q9ERH7,reviewed,Homeodomain-interacting protein kinase 3,10090,Mus musculus,1192
Q9ERH8,reviewed,Solute carrier family 28 member 3,10090,Mus musculus,703
Q9ERI2,reviewed,Ras-related protein Rab-27A,10090,Mus musculus,221
Q9ERI5,reviewed,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,10090,Mus musculus,403
Q9ERI6,reviewed,Retinol dehydrogenase 14,10090,Mus musculus,334
Q9ERK0,reviewed,Receptor-interacting serine/threonine-protein kinase 4,10090,Mus musculus,786
Q9ERK4,reviewed,Exportin-2,10090,Mus musculus,971
Q9ERK7,reviewed,Neuronal acetylcholine receptor subunit beta-2,10090,Mus musculus,501
Q9ERK9,reviewed,P2Y purinoceptor 6,10090,Mus musculus,328
Q9ERL7,reviewed,Glia maturation factor gamma,10090,Mus musculus,142
Q9ERL9,reviewed,Guanylate cyclase soluble subunit alpha-1,10090,Mus musculus,691
Q9ERM2,reviewed,Intercellular adhesion molecule 4,10090,Mus musculus,262
Q9ERN0,reviewed,Secretory carrier-associated membrane protein 2,10090,Mus musculus,329
Q9ERP3,reviewed,Tripartite motif-containing protein 54,10090,Mus musculus,366
Q9ERQ3,reviewed,Zinc finger protein 704,10090,Mus musculus,566
Q9ERQ8,reviewed,Carbonic anhydrase 7,10090,Mus musculus,264
Q9ERR1,reviewed,Nuclear distribution protein nudE-like 1,10090,Mus musculus,345
Q9ERR7,reviewed,Selenoprotein F,10090,Mus musculus,162
Q9ERR8,reviewed,Zinc finger protein 319,10090,Mus musculus,581
Q9ERS2,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,10090,Mus musculus,144
Q9ERS4,reviewed,Pleckstrin homology domain-containing family A member 3,10090,Mus musculus,297
Q9ERS5,reviewed,Pleckstrin homology domain-containing family A member 2,10090,Mus musculus,425
Q9ERS6,reviewed,X-linked interleukin-1 receptor accessory protein-like 2,10090,Mus musculus,686
Q9ERS7,reviewed,Interleukin-1 receptor-like 2,10090,Mus musculus,574
Q9ERT9,reviewed,Protein phosphatase 1 regulatory subunit 1A,10090,Mus musculus,171
Q9ERU3,reviewed,Zinc finger protein 22,10090,Mus musculus,237
Q9ERU9,reviewed,E3 SUMO-protein ligase RanBP2,10090,Mus musculus,3053
Q9ERV1,reviewed,E3 ubiquitin-protein ligase makorin-2,10090,Mus musculus,416
Q9ERV7,reviewed,p53-induced death domain-containing protein 1,10090,Mus musculus,915
Q9ERY9,reviewed,Ergosterol biosynthetic protein 28 homolog,10090,Mus musculus,140
Q9ERZ0,reviewed,Hemogen,10090,Mus musculus,503
Q9ERZ3,reviewed,Muscarinic acetylcholine receptor M3,10090,Mus musculus,589
Q9ERZ4,reviewed,Muscarinic acetylcholine receptor M2,10090,Mus musculus,466
Q9ERZ6,reviewed,Fidgetin,10090,Mus musculus,759
Q9ES00,reviewed,Ubiquitin conjugation factor E4 B,10090,Mus musculus,1173
Q9ES03,reviewed,T-box transcription factor TBX20,10090,Mus musculus,445
Q9ES07,reviewed,Solute carrier family 15 member 2,10090,Mus musculus,729
Q9ES17,reviewed,Interleukin-21,10090,Mus musculus,146
Q9ES18,reviewed,Forkhead box protein J2,10090,Mus musculus,565
Q9ES28,reviewed,Rho guanine nucleotide exchange factor 7,10090,Mus musculus,862
Q9ES30,reviewed,Complement C1q tumor necrosis factor-related protein 3,10090,Mus musculus,246
Q9ES34,reviewed,Ubiquitin-protein ligase E3B,10090,Mus musculus,1070
Q9ES46,reviewed,Beta-parvin,10090,Mus musculus,365
Q9ES52,reviewed,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",10090,Mus musculus,1191
Q9ES56,reviewed,Trafficking protein particle complex subunit 4,10090,Mus musculus,219
Q9ES57,reviewed,Cell surface glycoprotein CD200 receptor 1,10090,Mus musculus,326
Q9ES63,reviewed,Ubiquitin carboxyl-terminal hydrolase 29,10090,Mus musculus,869
Q9ES64,reviewed,Harmonin,10090,Mus musculus,910
Q9ES70,reviewed,Serine/threonine-protein kinase Nek6,10090,Mus musculus,313
Q9ES74,reviewed,Serine/threonine-protein kinase Nek7,10090,Mus musculus,302
Q9ES81,reviewed,Popeye domain-containing protein 3,10090,Mus musculus,291
Q9ES82,reviewed,Popeye domain-containing protein 2,10090,Mus musculus,367
Q9ES83,reviewed,Blood vessel epicardial substance,10090,Mus musculus,358
Q9ES88,reviewed,Solute carrier family 13 member 2,10090,Mus musculus,586
Q9ES89,reviewed,Exostosin-like 2,10090,Mus musculus,330
Q9ES90,reviewed,G-protein coupled receptor 35,10090,Mus musculus,307
Q9ES97,reviewed,Reticulon-3,10090,Mus musculus,964
Q9ESB3,reviewed,Histidine-rich glycoprotein,10090,Mus musculus,525
Q9ESC7,reviewed,Protein yippee-like 1,10090,Mus musculus,118
Q9ESC8,reviewed,AF4/FMR2 family member 4,10090,Mus musculus,1160
Q9ESD1,reviewed,Prostasin,10090,Mus musculus,342
Q9ESD6,reviewed,CKLF-like MARVEL transmembrane domain-containing protein 7,10090,Mus musculus,167
Q9ESD7,reviewed,Dysferlin,10090,Mus musculus,2090
Q9ESE1,reviewed,Lipopolysaccharide-responsive and beige-like anchor protein,10090,Mus musculus,2856
Q9ESF1,reviewed,Otoferlin,10090,Mus musculus,1997
Q9ESF4,reviewed,Protein lifeguard 1,10090,Mus musculus,345
Q9ESG2,reviewed,Ropporin-1,10090,Mus musculus,212
Q9ESG4,reviewed,Collectrin,10090,Mus musculus,222
Q9ESG6,reviewed,P2Y purinoceptor 14,10090,Mus musculus,338
Q9ESG8,reviewed,Palmitoyltransferase ZDHHC16,10090,Mus musculus,361
Q9ESG9,reviewed,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,10090,Mus musculus,490
Q9ESH5,reviewed,WAP four-disulfide core domain protein 1,10090,Mus musculus,211
Q9ESJ0,reviewed,Exportin-4,10090,Mus musculus,1151
Q9ESJ1,reviewed,CDK5 and ABL1 enzyme substrate 1,10090,Mus musculus,568
Q9ESJ4,reviewed,NCK-interacting protein with SH3 domain,10090,Mus musculus,714
Q9ESJ7,reviewed,Interleukin-1 receptor-associated kinase 1-binding protein 1,10090,Mus musculus,259
Q9ESK3,reviewed,Calpain-10,10090,Mus musculus,666
Q9ESK4,reviewed,Inhibitor of growth protein 2,10090,Mus musculus,281
Q9ESK9,reviewed,RB1-inducible coiled-coil protein 1,10090,Mus musculus,1588
Q9ESL0,reviewed,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial",10090,Mus musculus,520
Q9ESL4,reviewed,Mitogen-activated protein kinase kinase kinase 20,10090,Mus musculus,802
Q9ESL8,reviewed,Fibroblast growth factor 16,10090,Mus musculus,207
Q9ESL9,reviewed,Fibroblast growth factor 20,10090,Mus musculus,211
Q9ESM3,reviewed,Hyaluronan and proteoglycan link protein 2,10090,Mus musculus,341
Q9ESM6,reviewed,Glycerophosphoinositol inositolphosphodiesterase GDPD2,10090,Mus musculus,539
Q9ESN1,reviewed,Double C2-like domain-containing protein gamma,10090,Mus musculus,387
Q9ESN2,reviewed,E3 ubiquitin-protein ligase TRIM39,10090,Mus musculus,488
Q9ESN3,reviewed,Post-GPI attachment to proteins factor 6,10090,Mus musculus,769
Q9ESN4,reviewed,Complement C1q-like protein 3,10090,Mus musculus,255
Q9ESN5,reviewed,Centromere protein K,10090,Mus musculus,271
Q9ESN6,reviewed,Tripartite motif-containing protein 2,10090,Mus musculus,744
Q9ESN9,reviewed,C-Jun-amino-terminal kinase-interacting protein 3,10090,Mus musculus,1337
Q9ESP1,reviewed,Stromal cell-derived factor 2-like protein 1,10090,Mus musculus,221
Q9ESP5,reviewed,Fez family zinc finger protein 2,10090,Mus musculus,455
Q9ESQ8,reviewed,Pro-FMRFamide-related neuropeptide VF,10090,Mus musculus,188
Q9ESS0,reviewed,Dual specificity protein phosphatase 10,10090,Mus musculus,483
Q9ESS2,reviewed,Fibroblast growth factor 22,10090,Mus musculus,162
Q9EST1,reviewed,Gasdermin-A,10090,Mus musculus,446
Q9EST3,reviewed,Eukaryotic translation initiation factor 4E transporter,10090,Mus musculus,983
Q9EST4,reviewed,Proteasome assembly chaperone 2,10090,Mus musculus,264
Q9EST5,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member B,10090,Mus musculus,272
Q9EST8,reviewed,NF-kappa-B inhibitor zeta,10090,Mus musculus,728
Q9ESU6,reviewed,Bromodomain-containing protein 4,10090,Mus musculus,1400
Q9ESV0,reviewed,ATP-dependent RNA helicase DDX24,10090,Mus musculus,857
Q9ESW4,reviewed,"Acylglycerol kinase, mitochondrial",10090,Mus musculus,421
Q9ESW8,reviewed,Pyroglutamyl-peptidase 1,10090,Mus musculus,209
Q9ESX2,reviewed,Transcription factor Sp6,10090,Mus musculus,376
Q9ESX4,reviewed,Zinc finger CCHC domain-containing protein 17,10090,Mus musculus,241
Q9ESX5,reviewed,H/ACA ribonucleoprotein complex subunit DKC1,10090,Mus musculus,509
Q9ESY9,reviewed,Gamma-interferon-inducible lysosomal thiol reductase,10090,Mus musculus,248
Q9ESZ8,reviewed,General transcription factor II-I,10090,Mus musculus,998
Q9ET01,reviewed,"Glycogen phosphorylase, liver form",10090,Mus musculus,850
Q9ET22,reviewed,Dipeptidyl peptidase 2,10090,Mus musculus,506
Q9ET26,reviewed,E3 ubiquitin-protein ligase RNF114,10090,Mus musculus,229
Q9ET30,reviewed,Transmembrane 9 superfamily member 3,10090,Mus musculus,587
Q9ET35,reviewed,Tumor necrosis factor receptor superfamily member 13B,10090,Mus musculus,249
Q9ET37,reviewed,Solute carrier family 5 member 4A,10090,Mus musculus,656
Q9ET38,reviewed,Claudin-19,10090,Mus musculus,224
Q9ET39,reviewed,SLAM family member 6,10090,Mus musculus,351
Q9ET43,reviewed,Claudin-12,10090,Mus musculus,244
Q9ET47,reviewed,Espin,10090,Mus musculus,871
Q9ET54,reviewed,Palladin,10090,Mus musculus,1408
Q9ET66,reviewed,Peptidase inhibitor 16,10090,Mus musculus,498
Q9ET77,reviewed,Junctophilin-3,10090,Mus musculus,744
Q9ET78,reviewed,Junctophilin-2,10090,Mus musculus,696
Q9ET80,reviewed,Junctophilin-1,10090,Mus musculus,660
Q9JHA8,reviewed,von Willebrand factor A domain-containing protein 7,10090,Mus musculus,891
Q9JHB2,reviewed,Olfactory receptor 7A40,10090,Mus musculus,309
Q9JHB3,reviewed,Metalloproteinase inhibitor 4,10090,Mus musculus,224
Q9JHB4,reviewed,WD repeat-containing protein 31,10090,Mus musculus,367
Q9JHC0,reviewed,Glutathione peroxidase 2,10090,Mus musculus,190
Q9JHC9,reviewed,ETS-related transcription factor Elf-2,10090,Mus musculus,593
Q9JHD1,reviewed,Histone acetyltransferase KAT2B,10090,Mus musculus,813
Q9JHD2,reviewed,Histone acetyltransferase KAT2A,10090,Mus musculus,830
Q9JHE3,reviewed,Neutral ceramidase,10090,Mus musculus,756
Q9JHE4,reviewed,Galactosylceramide sulfotransferase,10090,Mus musculus,423
Q9JHE6,reviewed,Transcription cofactor HES-6,10090,Mus musculus,224
Q9JHE7,reviewed,U5 small nuclear ribonucleoprotein TSSC4,10090,Mus musculus,317
Q9JHF7,reviewed,Hematopoietic prostaglandin D synthase,10090,Mus musculus,199
Q9JHF9,reviewed,Lymphocyte antigen 96,10090,Mus musculus,160
Q9JHG0,reviewed,Cerebellin-3,10090,Mus musculus,197
Q9JHG1,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P,10090,Mus musculus,132
Q9JHG2,reviewed,Calcipressin-2,10090,Mus musculus,197
Q9JHG6,reviewed,Calcipressin-1,10090,Mus musculus,251
Q9JHG7,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",10090,Mus musculus,1102
Q9JHH2,reviewed,Tetraspanin-32,10090,Mus musculus,256
Q9JHH5,reviewed,C-X-C motif chemokine 11,10090,Mus musculus,100
Q9JHH6,reviewed,Carboxypeptidase B2,10090,Mus musculus,422
Q9JHH9,reviewed,Coatomer subunit zeta-2,10090,Mus musculus,205
Q9JHI0,reviewed,Matrix metalloproteinase-19,10090,Mus musculus,527
Q9JHI2,reviewed,tRNA-specific adenosine deaminase 1,10090,Mus musculus,499
Q9JHI4,reviewed,Solute carrier family 13 member 1,10090,Mus musculus,594
Q9JHI5,reviewed,"Isovaleryl-CoA dehydrogenase, mitochondrial",10090,Mus musculus,424
Q9JHI7,reviewed,Exosome complex component RRP45,10090,Mus musculus,438
Q9JHI8,reviewed,NADPH oxidase 4,10090,Mus musculus,578
Q9JHI9,reviewed,Solute carrier family 40 member 1,10090,Mus musculus,570
Q9JHJ0,reviewed,Tropomodulin-3,10090,Mus musculus,352
Q9JHJ3,reviewed,Glycosylated lysosomal membrane protein,10090,Mus musculus,404
Q9JHJ5,reviewed,5-hydroxytryptamine receptor 3B,10090,Mus musculus,437
Q9JHJ7,reviewed,Testisin,10090,Mus musculus,324
Q9JHJ8,reviewed,ICOS ligand,10090,Mus musculus,322
Q9JHK0,reviewed,Prolactin-2A1,10090,Mus musculus,228
Q9JHK4,reviewed,Geranylgeranyl transferase type-2 subunit alpha,10090,Mus musculus,567
Q9JHK5,reviewed,Pleckstrin,10090,Mus musculus,350
Q9JHL0,reviewed,Linker for activation of T-cells family member 2,10090,Mus musculus,203
Q9JHL1,reviewed,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,10090,Mus musculus,337
Q9JHN8,reviewed,Inactive serine/threonine-protein kinase 19,10090,Mus musculus,254
Q9JHP7,reviewed,Protein O-glucosyltransferase 2,10090,Mus musculus,502
Q9JHQ0,reviewed,Annexin A9,10090,Mus musculus,345
Q9JHQ5,reviewed,Leucine zipper transcription factor-like protein 1,10090,Mus musculus,299
Q9JHR7,reviewed,Insulin-degrading enzyme,10090,Mus musculus,1019
Q9JHR9,reviewed,Nuclear receptor-interacting protein 2,10090,Mus musculus,270
Q9JHS3,reviewed,Ragulator complex protein LAMTOR2,10090,Mus musculus,125
Q9JHS4,reviewed,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",10090,Mus musculus,634
Q9JHS9,reviewed,Spliceosome-associated protein CWC15 homolog,10090,Mus musculus,229
Q9JHT5,reviewed,Nuclear protein AMMECR1,10090,Mus musculus,344
Q9JHU2,reviewed,Palmdelphin,10090,Mus musculus,551
Q9JHU3,reviewed,Cyclin-dependent kinase 20,10090,Mus musculus,346
Q9JHU4,reviewed,Cytoplasmic dynein 1 heavy chain 1,10090,Mus musculus,4644
Q9JHU9,reviewed,Inositol-3-phosphate synthase 1,10090,Mus musculus,557
Q9JHW2,reviewed,Omega-amidase NIT2,10090,Mus musculus,276
Q9JHW4,reviewed,Selenocysteine-specific elongation factor,10090,Mus musculus,583
Q9JHW9,reviewed,Retinaldehyde dehydrogenase 3,10090,Mus musculus,512
Q9JHX2,reviewed,Transcription factor Sp5,10090,Mus musculus,398
Q9JHX3,reviewed,Interleukin-21 receptor,10090,Mus musculus,529
Q9JHX6,reviewed,Probable inactive allantoicase,10090,Mus musculus,414
Q9JHY3,reviewed,WAP four-disulfide core domain protein 12,10090,Mus musculus,85
Q9JHY4,reviewed,WAP four-disulfide core domain protein 15B,10090,Mus musculus,80
Q9JHZ2,reviewed,Mineralization regulator ANKH,10090,Mus musculus,492
Q9JI02,reviewed,Secretoglobin family 2B member 20,10090,Mus musculus,112
Q9JI08,reviewed,Bridging integrator 3,10090,Mus musculus,253
Q9JI10,reviewed,Serine/threonine-protein kinase 3,10090,Mus musculus,497
Q9JI11,reviewed,Serine/threonine-protein kinase 4,10090,Mus musculus,487
Q9JI13,reviewed,Something about silencing protein 10,10090,Mus musculus,469
Q9JI18,reviewed,Low-density lipoprotein receptor-related protein 1B,10090,Mus musculus,4599
Q9JI19,reviewed,Acidic fibroblast growth factor intracellular-binding protein,10090,Mus musculus,357
Q9JI20,reviewed,Double-stranded RNA-specific editase B2,10090,Mus musculus,745
Q9JI33,reviewed,Netrin-4,10090,Mus musculus,628
Q9JI38,reviewed,tRNA pseudouridine(38/39) synthase,10090,Mus musculus,481
Q9JI39,reviewed,"ATP-binding cassette sub-family B member 10, mitochondrial",10090,Mus musculus,715
Q9JI44,reviewed,DNA methyltransferase 1-associated protein 1,10090,Mus musculus,468
Q9JI46,reviewed,Diphosphoinositol polyphosphate phosphohydrolase 1,10090,Mus musculus,168
Q9JI48,reviewed,Placenta-specific gene 8 protein,10090,Mus musculus,112
Q9JI57,reviewed,General transcription factor II-I repeat domain-containing protein 1,10090,Mus musculus,1104
Q9JI58,reviewed,Retinoic acid early-inducible protein 1-delta,10090,Mus musculus,249
Q9JI59,reviewed,Junctional adhesion molecule B,10090,Mus musculus,298
Q9JI60,reviewed,Lecithin retinol acyltransferase,10090,Mus musculus,231
Q9JI67,reviewed,"Beta-1,3-galactosyltransferase 5",10090,Mus musculus,308
Q9JI70,reviewed,Molecular chaperone MKKS,10090,Mus musculus,570
Q9JI71,reviewed,Delta-like protein 4,10090,Mus musculus,686
Q9JI74,reviewed,Kelch-like protein 1,10090,Mus musculus,751
Q9JI75,reviewed,Ribosyldihydronicotinamide dehydrogenase [quinone],10090,Mus musculus,231
Q9JI76,reviewed,Disintegrin and metalloproteinase domain-containing protein 21,10090,Mus musculus,729
Q9JI78,reviewed,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,10090,Mus musculus,651
Q9JI81,reviewed,Cathepsin 8,10090,Mus musculus,333
Q9JI83,reviewed,Placenta-specific protein 1,10090,Mus musculus,173
Q9JI90,reviewed,E3 ubiquitin-protein ligase RNF14,10090,Mus musculus,485
Q9JI91,reviewed,Alpha-actinin-2,10090,Mus musculus,894
Q9JI99,reviewed,Sphingosine-1-phosphate phosphatase 1,10090,Mus musculus,430
Q9JIA1,reviewed,Leucine-rich glioma-inactivated protein 1,10090,Mus musculus,557
Q9JIA7,reviewed,Sphingosine kinase 2,10090,Mus musculus,617
Q9JIA9,reviewed,Cathepsin R,10090,Mus musculus,334
Q9JIB0,reviewed,Ran guanine nucleotide release factor,10090,Mus musculus,185
Q9JIB3,reviewed,Baculoviral IAP repeat-containing protein 1g,10090,Mus musculus,1402
Q9JIB4,reviewed,General transcription factor IIH subunit 2,10090,Mus musculus,396
Q9JIB6,reviewed,Baculoviral IAP repeat-containing protein 1f,10090,Mus musculus,1403
Q9JIC3,reviewed,DNA cross-link repair 1A protein,10090,Mus musculus,1026
Q9JID9,reviewed,SH2B adapter protein 2,10090,Mus musculus,621
Q9JIE3,reviewed,Otoraplin,10090,Mus musculus,128
Q9JIE6,reviewed,Thymic stromal lymphopoietin,10090,Mus musculus,140
Q9JIF0,reviewed,Protein arginine N-methyltransferase 1,10090,Mus musculus,371
Q9JIF3,reviewed,"Solute carrier family 2, facilitated glucose transporter member 8",10090,Mus musculus,477
Q9JIF7,reviewed,Coatomer subunit beta,10090,Mus musculus,953
Q9JIF9,reviewed,Myotilin,10090,Mus musculus,496
Q9JIG4,reviewed,Protein phosphatase 1 regulatory subunit 3F,10090,Mus musculus,799
Q9JIG7,reviewed,Coiled-coil domain-containing protein 22,10090,Mus musculus,627
Q9JIG8,reviewed,PRA1 family protein 2,10090,Mus musculus,178
Q9JIH2,reviewed,Nuclear pore complex protein Nup50,10090,Mus musculus,466
Q9JII1,reviewed,Phosphatidylinositol polyphosphate 5-phosphatase type IV,10090,Mus musculus,647
Q9JII2,reviewed,Prolactin-5A1,10090,Mus musculus,230
Q9JII5,reviewed,DAZ-associated protein 1,10090,Mus musculus,406
Q9JII6,reviewed,Aldo-keto reductase family 1 member A1,10090,Mus musculus,325
Q9JII7,reviewed,AN1-type zinc finger protein 2A,10090,Mus musculus,171
Q9JIK5,reviewed,Nucleolar RNA helicase 2,10090,Mus musculus,851
Q9JIK9,reviewed,Small ribosomal subunit protein mS34,10090,Mus musculus,218
Q9JIL2,reviewed,C-C motif chemokine 28,10090,Mus musculus,130
Q9JIL4,reviewed,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,10090,Mus musculus,519
Q9JIL5,reviewed,Tubby-related protein 4,10090,Mus musculus,1547
Q9JIL6,reviewed,G-protein coupled receptor family C group 5 member D,10090,Mus musculus,344
Q9JIM1,reviewed,Equilibrative nucleoside transporter 1,10090,Mus musculus,460
Q9JIM3,reviewed,DNA excision repair protein ERCC-6-like 2,10090,Mus musculus,1537
Q9JIM5,reviewed,Protein YIPF7,10090,Mus musculus,254
Q9JIN6,reviewed,Calcium-activated potassium channel subunit beta-4,10090,Mus musculus,210
Q9JIP3,reviewed,Interleukin-17 receptor B,10090,Mus musculus,499
Q9JIP4,reviewed,Pannexin-1,10090,Mus musculus,426
Q9JIP6,reviewed,Frizzled-2,10090,Mus musculus,570
Q9JIP7,reviewed,Solute carrier family 15 member 1,10090,Mus musculus,709
Q9JIQ3,reviewed,Diablo IAP-binding mitochondrial protein,10090,Mus musculus,237
Q9JIQ8,reviewed,Transmembrane protease serine 2,10090,Mus musculus,490
Q9JIS3,reviewed,Single-pass membrane and coiled-coil domain-containing protein 4,10090,Mus musculus,59
Q9JIS5,reviewed,Synaptic vesicle glycoprotein 2A,10090,Mus musculus,742
Q9JIS7,reviewed,Voltage-dependent L-type calcium channel subunit alpha-1F,10090,Mus musculus,1985
Q9JIS8,reviewed,Solute carrier family 12 member 4,10090,Mus musculus,1085
Q9JIT0,reviewed,Limb region 1 protein,10090,Mus musculus,490
Q9JIT1,reviewed,RING finger protein 32,10090,Mus musculus,368
Q9JIW4,reviewed,DNA-directed DNA/RNA polymerase mu,10090,Mus musculus,496
Q9JIW5,reviewed,Mothers against decapentaplegic homolog 9,10090,Mus musculus,430
Q9JIW9,reviewed,Ras-related protein Ral-B,10090,Mus musculus,206
Q9JIX0,reviewed,Transcription and mRNA export factor ENY2,10090,Mus musculus,101
Q9JIX8,reviewed,Apoptotic chromatin condensation inducer in the nucleus,10090,Mus musculus,1338
Q9JIX9,reviewed,Fas-activated serine/threonine kinase,10090,Mus musculus,511
Q9JIY0,reviewed,Pleckstrin homology domain-containing family O member 1,10090,Mus musculus,408
Q9JIY2,reviewed,E3 ubiquitin-protein ligase Hakai,10090,Mus musculus,491
Q9JIY5,reviewed,"Serine protease HTRA2, mitochondrial",10090,Mus musculus,458
Q9JIY7,reviewed,N-acetyltransferase 8,10090,Mus musculus,227
Q9JIY8,reviewed,N-acetyltransferase family 8 member 3,10090,Mus musculus,226
Q9JIZ0,reviewed,Probable N-acetyltransferase CML1,10090,Mus musculus,222
Q9JIZ9,reviewed,Phospholipid scramblase 3,10090,Mus musculus,296
Q9JJ00,reviewed,Phospholipid scramblase 1,10090,Mus musculus,328
Q9JJ04,reviewed,"Beta-1,4-galactosyltransferase 4",10090,Mus musculus,344
Q9JJ06,reviewed,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,10090,Mus musculus,363
Q9JJ11,reviewed,Transforming acidic coiled-coil-containing protein 3,10090,Mus musculus,631
Q9JJ26,reviewed,Pyrin,10090,Mus musculus,767
Q9JJ28,reviewed,Protein flightless-1 homolog,10090,Mus musculus,1271
Q9JJ43,reviewed,RNA binding protein fox-1 homolog 1,10090,Mus musculus,396
Q9JJ48,reviewed,Zinc finger CCCH domain-containing protein 8,10090,Mus musculus,305
Q9JJ57,reviewed,Kv channel-interacting protein 1,10090,Mus musculus,227
Q9JJ59,reviewed,ABC-type oligopeptide transporter ABCB9,10090,Mus musculus,762
Q9JJ61,reviewed,Polypeptide N-acetylgalactosaminyltransferase 16,10090,Mus musculus,558
Q9JJ66,reviewed,Cell division cycle protein 20 homolog,10090,Mus musculus,499
Q9JJ69,reviewed,Kv channel-interacting protein 2,10090,Mus musculus,270
Q9JJ72,reviewed,Protein reprimo,10090,Mus musculus,109
Q9JJ78,reviewed,Lymphokine-activated killer T-cell-originated protein kinase,10090,Mus musculus,330
Q9JJ80,reviewed,Ribosome production factor 2 homolog,10090,Mus musculus,306
Q9JJ89,reviewed,Coiled-coil domain-containing protein 86,10090,Mus musculus,426
Q9JJ93,reviewed,Uncharacterized protein C14orf119 homolog,10090,Mus musculus,142
Q9JJ94,reviewed,Microtubule nucleation factor SSNA1,10090,Mus musculus,119
Q9JJA2,reviewed,Conserved oligomeric Golgi complex subunit 8,10090,Mus musculus,640
Q9JJA4,reviewed,Ribosome biogenesis protein WDR12,10090,Mus musculus,423
Q9JJA7,reviewed,Cyclin-L2,10090,Mus musculus,518
Q9JJA9,reviewed,General receptor for phosphoinositides 1-associated scaffold protein,10090,Mus musculus,392
Q9JJB1,reviewed,Transmembrane protein 191,10090,Mus musculus,302
Q9JJB9,reviewed,Transmembrane protein 183,10090,Mus musculus,375
Q9JJC6,reviewed,RILP-like protein 1,10090,Mus musculus,406
Q9JJC8,reviewed,Magnesium transporter NIPA2,10090,Mus musculus,359
Q9JJC9,reviewed,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,10090,Mus musculus,404
Q9JJD0,reviewed,THAP domain-containing protein 11,10090,Mus musculus,305
Q9JJE4,reviewed,Progestin and adipoQ receptor family member 4,10090,Mus musculus,273
Q9JJE7,reviewed,Fatty acid desaturase 3,10090,Mus musculus,449
Q9JJF0,reviewed,Nucleosome assembly protein 1-like 5,10090,Mus musculus,156
Q9JJF2,reviewed,Sperm-associated antigen 4 protein,10090,Mus musculus,443
Q9JJF3,reviewed,Ribosomal oxygenase 1,10090,Mus musculus,603
Q9JJF6,reviewed,EF-hand and coiled-coil domain-containing protein 1,10090,Mus musculus,558
Q9JJF9,reviewed,Signal peptide peptidase-like 2A,10090,Mus musculus,523
Q9JJG0,reviewed,Transforming acidic coiled-coil-containing protein 2,10090,Mus musculus,1149
